doi	date	title	github
10.1186/1758-2946-3-15	2011-04-19	Resource description framework technologies in chemistry	
10.1186/1758-2946-3-S1-P1	2011-04-19	Analysis and comparison of 2D fingerprints: insights into database screening performance using eight fingerprint methods	
10.1186/1758-2946-3-S1-P16	2011-04-19	QSPR designer  a program to design and evaluate QSPR models. Case study on pKaprediction	
10.1186/1758-2946-3-S1-O10	2011-04-19	Phototoxicity  from molecular descriptors to classification models	
10.1186/1758-2946-3-S1-O13	2011-04-19	Composite multiscale chemical informatics for formulations: challenges and solutions	
10.1186/1758-2946-3-S1-P40	2011-04-19	Homology modelling of metabotropic glutamate receptor 2	
10.1186/1758-2946-3-S1-O11	2011-04-19	Constraint counting on RNA and ribosomal structures: linking flexibility and function	
10.1186/1758-2946-3-S1-P42	2011-04-19	Rapid binding site analysis by means of structural interaction fingerprint patterns  an implication to GPCR-targeted CADD	
10.1186/1758-2946-3-S1-O6	2011-04-19	Computational metabolomics  a field at the boundaries of cheminformatics and bioinformatics	
10.1186/1758-2946-3-S1-O2	2011-04-19	Cross-project HTS-datamining	
10.1186/1758-2946-3-46	2011-04-05	The past, present and future of Scientific discourse	
10.1186/1758-2946-3-21	2011-03-28	Consistent two-dimensional visualization of protein-ligand complex series	
10.1186/1758-2946-3-14	2011-03-14	Analysis of in vitrobioactivity data extracted from drug discovery literature and patents: Ranking 1654 human protein targets by assayed compounds and molecular scaffolds	
10.1186/1758-2946-3-10	2011-03-08	"Review of ""Data Analysis with Open Source Tools"" by Philipp K Janert"	
10.1186/1758-2946-3-50	2011-02-25	2D-Qsar for 450 types of amino acid induction peptides with a novel substructure pair descriptor having wider scope	
10.1186/1758-2946-3-13	2011-02-24	PubChem3D: Similar conformers	
10.1186/1758-2946-3-8	2011-02-09	Confab - Systematic generation of diverse low-energy conformers	
10.1186/1758-2946-3-30	2011-02-01	Structural diversity of biologically interesting datasets: a scaffold analysis approach	
10.1186/1758-2946-3-12	2011-01-18	Multilevel Parallelization of AutoDock 4.2	
10.1186/1758-2946-3-9	2011-01-10	PubChem3D: Diversity of shape	
10.1186/1758-2946-3-11	2010-12-31	Interpreting linear support vector machine models with heat map molecule coloring	
10.1186/1758-2946-3-22	2010-12-21	Predicting a small molecule-kinase interaction map: A machine learning approach	
10.1186/1758-2946-3-20	2010-12-20	Chemical Entity Semantic Specification: Knowledge representation for efficient semantic cheminformatics and facile data integration	
10.1186/1758-2946-3-18	2010-12-10	AMBIT RESTful web services: an implementation of the OpenTox application programming interface	
10.1186/1758-2946-3-19	2010-12-08	Linked open drug data for pharmaceutical research and development	
10.1186/1758-2946-3-16	2010-12-02	Semantic Web integration of Cheminformatics resources with the SADI framework	
10.1186/1758-2946-3-17	2010-11-29	ChemicalTagger: A tool for semantic text-mining in chemistry	
10.1186/1758-2946-3-6	2010-11-25	FlaME: Flash Molecular Editor - a 2D structure input tool for the web	
10.1186/1758-2946-3-4	2010-11-12	PubChem3D: Conformer generation	
10.1186/1758-2946-3-2	2010-11-02	Prediction of cyclin-dependent kinase 2 inhibitor potency using the fragment molecular orbital method	
10.1186/1758-2946-3-5	2010-10-26	Modular Chemical Descriptor Language (MCDL): Stereochemical modules	
10.1186/1758-2946-3-7	2010-10-20	Use of structure-activity landscape index curves and curve integrals to evaluate the performance of multiple machine learning prediction models	
10.1186/1758-2946-3-3	2010-10-07	jCompoundMapper: An open source Java library and command-line tool for chemical fingerprints	
10.1186/1758-2946-3-1	2010-09-15	CurlySMILES: a chemical language to customize and annotate encodings of molecular and nanodevice structures	
10.1186/1758-2946-2-11	2010-09-09	Predicting cytotoxicity from heterogeneous data sources with Bayesian learning	
10.1186/1758-2946-2-8	2010-08-12	Basic primitives for molecular diagram sketching	
10.1186/1758-2946-2-10	2010-07-20	MOLA: a bootable, self-configuring system for virtual screening using AutoDock4/Vina on computer clusters	
10.1186/1758-2946-2-6	2010-06-22	WENDI: A tool for finding non-obvious relationships between compounds and biological properties, genes, diseases and scholarly publications	
10.1186/1758-2946-2-4	2010-06-01	Erratum to: Automatic vs. manual curation of a multi-source chemical dictionary: the impact on text mining	
10.1186/1758-2946-2-S1-P16	2010-05-04	Predicting the binding type of compounds on the 4 adenosine receptors using proteochemometric models	
10.1186/1758-2946-2-S1-P23	2010-05-04	High throughput in-silico screening against flexible protein receptors	
10.1186/1758-2946-2-S1-P11	2010-05-04	Where are the boundaries? Automated pocket detection for druggability studies	
10.1186/1758-2946-2-S1-O3	2010-05-04	Molecular bioactivity extrapolation to novel targets by support vector machines	
10.1186/1758-2946-2-S1-P28	2010-05-04	OrChem: an open source chemistry search engine for Oracle	
10.1186/1758-2946-2-S1-P36	2010-05-04	Efficient extraction of canonical spatial relationships using a recursive enumeration of k-subsets	
10.1186/1758-2946-2-S1-O10	2010-05-04	3D pharmacophore alignments: does improved geometric accuracy affect virtual screening performance?	
10.1186/1758-2946-2-S1-P13	2010-05-04	CARTESIUS: a group function based toolkit for hybrid molecular modelling	
10.1186/1758-2946-2-S1-P39	2010-05-04	Expanding and understanding metabolite space	
10.1186/1758-2946-2-S1-O4	2010-05-04	Representation and searching of biomolecules	
10.1186/1758-2946-2-S1-P15	2010-05-04	A theoretical investigation of microhydration of amino acids	
10.1186/1758-2946-2-S1-P48	2010-05-04	Evolutionary design of selective adenosine receptor ligands	
10.1186/1758-2946-2-S1-P4	2010-05-04	Mining public-source databases for structure-activity relationships	
10.1186/1758-2946-2-S1-O17	2010-05-04	Integration of chemical information with protein sequences and 3D structures	
10.1186/1758-2946-2-S1-O21	2010-05-04	CELLmicrocosmos 2.2: advancements and applications in modeling of three-dimensional PDB membranes	
10.1186/1758-2946-2-S1-P22	2010-05-04	Systematic extraction of structure-activity relationship information from biological screening data	
10.1186/1758-2946-2-S1-P35	2010-05-04	Prediction of highly-connected 'hub'-proteins in protein interaction networks using QSAR	
10.1186/1758-2946-2-S1-P38	2010-05-04	Kernel-based estimation of the applicability domain of QSAR models	
10.1186/1758-2946-2-S1-A1	2010-05-04	5th German Conference on Chemoinformatics: 23. CIC-Workshop. November 8-10, 2009, Goslar, Germany	
10.1186/1758-2946-2-S1-O14	2010-05-04	Biomaterialcoatings - a challenging task studied by the molecular fragment dynamics	
10.1186/1758-2946-2-S1-P21	2010-05-04	Adaptation of formal concept analysis for the systematic exploration of structure-activity and structure-selectivity relationships	
10.1186/1758-2946-2-S1-O23	2010-05-04	Ion permeation through neuronal nAChR ion channel	
10.1186/1758-2946-2-S1-P3	2010-05-04	jsMolEditor: an open source molecule editor for the next generation web	
10.1186/1758-2946-2-S1-P27	2010-05-04	Kernel learning for ligand-based virtual screening: discovery of a new PPAR agonist	
10.1186/1758-2946-2-S1-P51	2010-05-04	Get the best from substructure mining	
10.1186/1758-2946-2-S1-P17	2010-05-04	pharmACOphore: multiple flexible ligand alignment based on ant colony optimization	
10.1186/1758-2946-2-S1-O11	2010-05-04	The protein flexibility in receptor-ligand docking simulations	
10.1186/1758-2946-2-S1-O6	2010-05-04	A unified approach to the applicability domain problem of QSAR models	
10.1186/1758-2946-2-S1-P14	2010-05-04	Molecular fragments chemoinformatics	
10.1186/1758-2946-2-S1-P41	2010-05-04	Applicability domain for classification problems	
10.1186/1758-2946-2-S1-P30	2010-05-04	Learning antibacterial activity against S. Aureus on the Chimiothque Nationale dataset	
10.1186/1758-2946-2-S1-P5	2010-05-04	OCHEM - on-line CHEmical database & modeling environment	
10.1186/1758-2946-2-S1-O19	2010-05-04	Current aspects and future trends of computer-aided rescaffolding	
10.1186/1758-2946-2-S1-P54	2010-05-04	SBE13, a newly identified inhibitor of inactive polo-like kinase 1	
10.1186/1758-2946-2-S1-O20	2010-05-04	The membrane bound aromatic p-hydroxybenzoic acid oligoprenyltransferase (UbiA) - how iterative improvements lead to a realistic structure that offers new insights into functional aspects of prenyl transferases and terpene synthases	
10.1186/1758-2946-2-S1-P26	2010-05-04	Picking out polymorphs: H-bond prediction and crystal structure stability	
10.1186/1758-2946-2-S1-O7	2010-05-04	Quantifying model errors using similarity to training data	
10.1186/1758-2946-2-S1-P44	2010-05-04	Semi-empirical derived descriptors for the modelling of properties of N-containing heterocycles	
10.1186/1758-2946-2-S1-P20	2010-05-04	DrugScorePPI for scoring protein-protein interactions: improving a knowledge-based scoring function by atomtype-based QSAR	
10.1186/1758-2946-2-S1-O18	2010-05-04	Personalized information spaces: improved access to chemical digital libraries	
10.1186/1758-2946-2-S1-P37	2010-05-04	A comparative study of in silico prediction of pKa	
10.1186/1758-2946-2-S1-F2	2010-05-04	Dingo: 2D molecule and reaction structural formula rendering library	
10.1186/1758-2946-2-S1-P1	2010-05-04	CWM global search - an internet search engine for the chemist	
10.1186/1758-2946-2-S1-P40	2010-05-04	Classification of CYP450 1A2 inhibitors using PubChem data	
10.1186/1758-2946-2-S1-P49	2010-05-04	Ionotropic GABA receptors: modelling and design of selective ligands	
10.1186/1758-2946-2-S1-O2	2010-05-04	The role of systems modeling in drug discovery and predictive health	
10.1186/1758-2946-2-S1-O12	2010-05-04	Random molecular substructures as fragment-type descriptors	
10.1186/1758-2946-2-S1-P32	2010-05-04	Ligand-side tautomer enumeration and scoring for structure-based drug-design	
10.1186/1758-2946-2-S1-P42	2010-05-04	Automatic pharmacophore model generation using weighted substructure assignments	
10.1186/1758-2946-2-S1-P33	2010-05-04	Maximum-score diversity selection for early drug discovery	
10.1186/1758-2946-2-S1-P6	2010-05-04	ChEBI: a chemistry ontology and database	
10.1186/1758-2946-2-S1-P53	2010-05-04	The pipelined metabolite identification based on MS fragmentation	
10.1186/1758-2946-2-S1-P10	2010-05-04	Modelling dissociation constants of organic acids by local molecular parameters	
10.1186/1758-2946-2-S1-O9	2010-05-04	KnowledgeSpace - a publicly available virtual chemistry space	
10.1186/1758-2946-2-S1-P46	2010-05-04	Fingerprint-based detection of acute aquatic toxicity	
10.1186/1758-2946-2-S1-P31	2010-05-04	Multi-parameter scoring functions for ligand- and structure-based de novo design	
10.1186/1758-2946-2-S1-P19	2010-05-04	Updating existing QSAR models: selection and weighting of new data	
10.1186/1758-2946-2-S1-O15	2010-05-04	Mechanistic studies on the ring-opening polymerisation of D,L-lactide with zinc guanidine complexes	
10.1186/1758-2946-2-S1-O16	2010-05-04	ChemSpider - building a foundation for the semantic web by hosting a crowd sourced databasing platform for chemistry	
10.1186/1758-2946-2-S1-P29	2010-05-04	Computational fragment-based drug design to explore the hydrophobic subpocket of the mitotic kinesin Eg5 allosteric binding site	
10.1186/1758-2946-2-S1-P9	2010-05-04	Prediction of the partition coefficient between air and body compartments from the chemical structure	
10.1186/1758-2946-2-S1-P47	2010-05-04	Adaptive matrix metrics for molecular descriptor assessment in QSPR classification	
10.1186/1758-2946-2-S1-P2	2010-05-04	The status of the InChI project and the InChI trust	
10.1186/1758-2946-2-S1-P43	2010-05-04	A combined combinatorial and pKa-based approach to ligand protonation states	
10.1186/1758-2946-2-S1-O1	2010-05-04	Systems chemistry: from chemical self-replication to trisoligo-based nanoconstruction	
10.1186/1758-2946-2-S1-O22	2010-05-04	Approaching the limits: scoring functions for affinity prediction	
10.1186/1758-2946-2-S1-O8	2010-05-04	A Branch-and-Bound approach for tautomer enumeration	
10.1186/1758-2946-2-S1-P24	2010-05-04	Virtual screening by high-throughput docking using hydrogen bonding constraints for targeting a protein-protein interface in M. tuberculosis	
10.1186/1758-2946-2-S1-O24	2010-05-04	Fleksy: a flexible approach to induced fit docking	
10.1186/1758-2946-2-S1-P25	2010-05-04	Ensemble docking revisited	
10.1186/1758-2946-2-S1-O5	2010-05-04	Cross-validation is dead. Long live cross-validation! Model validation based on resampling	
10.1186/1758-2946-2-S1-P7	2010-05-04	Comparing manual and automated extraction of chemical entities from documents	
10.1186/1758-2946-2-S1-F1	2010-05-04	Bingo from SciTouch LLC: chemistry cartridge for Oracle database	
10.1186/1758-2946-2-S1-P8	2010-05-04	Embedded infrastructure for primary data in chemistry	
10.1186/1758-2946-2-S1-P45	2010-05-04	QSAR of anti-inflammatory drugs	
10.1186/1758-2946-2-S1-P12	2010-05-04	Protein negative/positively cooperative binding to zwitterionic/anionic vesicles	
10.1186/1758-2946-2-S1-P52	2010-05-04	Rescoring of docking poses using force field-based methods	
10.1186/1758-2946-2-S1-O13	2010-05-04	Making people's lives easier, better and more beautiful - and how computer-aided materials design may help	
10.1186/1758-2946-2-S1-P18	2010-05-04	Bioisosteric similarity of drugs in virtual screening	
10.1186/1758-2946-2-S1-F3	2010-05-04	OrChem	
10.1186/1758-2946-2-S1-P34	2010-05-04	Progress on an open source computer-assisted structure elucidation suite (SENECA	
10.1186/1758-2946-2-S1-P50	2010-05-04	PoseView -- molecular interaction patterns at a glance	
10.1186/1758-2946-2-7	2010-04-30	Collaborative development of predictive toxicology applications	
10.1186/1758-2946-2-5	2010-03-19	Towards interoperable and reproducible QSAR analyses: Exchange of datasets	
10.1186/1758-2946-2-9	2009-12-28	Organization of GC/MS and LC/MS metabolomics data into chemical libraries	
10.1186/1758-2946-2-2	2009-12-15	Estimation of the applicability domain of kernel-based machine learning models for virtual screening	
10.1186/1758-2946-2-1	2009-12-02	Molecular structure input on the web	
10.1186/1758-2946-2-3	2009-11-23	Automatic vs. manual curation of a multi-source chemical dictionary: the impact on text mining	
10.1186/1758-2946-1-22	2009-11-05	Interpretable correlation descriptors for quantitative structure-activity relationships	
10.1186/1758-2946-1-21	2009-10-08	Virtual screening of bioassay data	
10.1186/1758-2946-1-20	2009-10-08	The PubChem chemical structure sketcher	
10.1186/1758-2946-1-19	2009-09-01	Application of 3D Zernike descriptors to shape-based ligand similarity searching	
10.1186/1758-2946-1-18	2009-08-20	Software platform virtualization in chemistry research and university teaching	
10.1186/1758-2946-1-17	2009-07-31	OrChem - An open source chemistry search engine for Oracle	
10.1186/1758-2946-1-15	2009-06-23	Application of the PM6 semi-empirical method to modeling proteins enhances docking accuracy of AutoDock	
10.1186/1758-2946-1-7	2009-06-01	Large scale study of multiple-molecule queries	
10.1186/1758-2946-1-13	2009-05-28	Fast automated placement of polar hydrogen atoms in protein-ligand complexes	
10.1186/1758-2946-1-14	2009-05-15	Optimal assignment methods for ligand-based virtual screening	
10.1186/1758-2946-1-6	2009-05-13	"Combining docking with pharmacophore filtering for improved virtual screening
"	
10.1186/1758-2946-1-12	2009-05-11	Small Molecule Subgraph Detector (SMSD) toolkit	
10.1186/1758-2946-1-10	2009-05-10	Quantitative assessment of the expanding complementarity between public and commercial databases of bioactive compounds	
10.1186/1758-2946-1-16	2009-04-30	Shape: automatic conformation prediction of carbohydrates using a genetic algorithm	
10.1186/1758-2946-1-9	2009-04-27	The Spectral Game: leveraging Open Data and crowdsourcing for education	
10.1186/1758-2946-1-8	2009-03-23	Estimation of synthetic accessibility score of drug-like molecules based on molecular complexity and fragment contributions	
10.1186/1758-2946-1-1	2009-03-06	"Grand challenges for cheminformatics
"	
10.1186/1758-2946-1-11	2009-03-04	DPRESS: Localizing estimates of predictive uncertainty	
10.1186/1758-2946-1-5	2009-02-19	"Evaluation of a Bayesian inference network for ligand-based virtual screening
"	
10.1186/1758-2946-1-4	2009-02-15	"A constructive approach for discovering new drug leads: Using a kernel methodology for the inverse-QSAR problem
"	
10.1186/1758-2946-1-3	2009-01-09	"Computer-assisted methods for molecular structure elucidation: realizing a spectroscopist's dream
"	
10.1186/1758-2946-1-2	2009-01-06	"Chemistry publication  making the revolution
"	
10.1186/s13321-020-00447-2			
10.1186/s13321-018-0308-5			
10.1186/s13321-018-0309-4			
10.1186/s13321-020-00445-4			
10.1186/s13321-018-0305-8			
10.1186/s13321-018-0313-8			
10.1186/s13321-018-0302-y			
10.1186/s13321-020-00450-7			
10.1186/s13321-018-0312-9			
10.1186/s13321-018-0301-z			
10.1186/s13321-020-00449-0			
10.1186/s13321-018-0311-x			
10.1186/s13321-018-0304-9			
10.1186/s13321-020-00446-3			
10.1186/s13321-018-0306-7			
10.1186/s13321-018-0307-6			
10.1186/s13321-020-00442-7			
10.1186/s13321-016-0119-5			
10.1186/s13321-020-00453-4			
10.1186/s13321-018-0300-0			
10.1186/s13321-018-0303-x			
10.1186/s13321-020-00444-5			
10.1186/s13321-018-0310-y			
10.1186/s13321-015-0085-3			
